# reltime ampl
1.557273e+01 -1.750583e-07
1.558182e+01 -1.868856e-07
1.559091e+01 -1.983766e-07
1.560000e+01 -2.095361e-07
1.560909e+01 -2.203687e-07
1.561818e+01 -2.308793e-07
1.562727e+01 -2.410724e-07
1.563636e+01 -2.509527e-07
1.564545e+01 -2.605250e-07
1.565455e+01 -2.697937e-07
1.566364e+01 -2.787635e-07
1.567273e+01 -2.874389e-07
1.568182e+01 -2.958244e-07
1.569091e+01 -3.039246e-07
1.570000e+01 -3.117439e-07
1.570909e+01 -3.192868e-07
1.571818e+01 -3.265577e-07
1.572727e+01 -3.335609e-07
1.573636e+01 -3.403008e-07
1.574545e+01 -3.467817e-07
1.575455e+01 -3.530080e-07
1.576364e+01 -3.589838e-07
1.577273e+01 -3.647135e-07
1.578182e+01 -3.702011e-07
1.579091e+01 -3.754509e-07
1.580000e+01 -3.804670e-07
1.580909e+01 -3.852534e-07
1.581818e+01 -3.898143e-07
1.582727e+01 -3.941536e-07
1.583636e+01 -3.982754e-07
1.584545e+01 -4.021837e-07
1.585455e+01 -4.058822e-07
1.586364e+01 -4.093750e-07
1.587273e+01 -4.126659e-07
1.588182e+01 -4.157586e-07
1.589091e+01 -4.186571e-07
1.590000e+01 -4.213649e-07
1.590909e+01 -4.238859e-07
1.591818e+01 -4.262237e-07
1.592727e+01 -4.283820e-07
1.593636e+01 -4.303643e-07
1.594545e+01 -4.321743e-07
1.595455e+01 -4.338154e-07
1.596364e+01 -4.352912e-07
1.597273e+01 -4.366050e-07
1.598182e+01 -4.377604e-07
1.599091e+01 -4.387607e-07
1.600000e+01 -4.396093e-07
1.600909e+01 -4.403094e-07
1.601818e+01 -4.408644e-07
1.602727e+01 -4.412775e-07
1.603636e+01 -4.415518e-07
1.604545e+01 -4.416906e-07
1.605455e+01 -4.416970e-07
1.606364e+01 -4.415741e-07
1.607273e+01 -4.413249e-07
1.608182e+01 -4.409524e-07
1.609091e+01 -4.404596e-07
1.610000e+01 -4.398495e-07
1.610909e+01 -4.391250e-07
1.611818e+01 -4.382890e-07
1.612727e+01 -4.373442e-07
1.613636e+01 -4.362935e-07
1.614545e+01 -4.351397e-07
1.615455e+01 -4.338854e-07
1.616364e+01 -4.325334e-07
1.617273e+01 -4.310864e-07
1.618182e+01 -4.295468e-07
1.619091e+01 -4.279175e-07
1.620000e+01 -4.262007e-07
1.620909e+01 -4.243992e-07
1.621818e+01 -4.225154e-07
1.622727e+01 -4.205517e-07
1.623636e+01 -4.185105e-07
1.624545e+01 -4.163942e-07
1.625455e+01 -4.142052e-07
1.626364e+01 -4.119457e-07
1.627273e+01 -4.096180e-07
1.628182e+01 -4.072244e-07
1.629091e+01 -4.047671e-07
1.630000e+01 -4.022481e-07
1.630909e+01 -3.996698e-07
1.631818e+01 -3.970342e-07
1.632727e+01 -3.943433e-07
1.633636e+01 -3.915992e-07
1.634545e+01 -3.888039e-07
1.635455e+01 -3.859593e-07
1.636364e+01 -3.830675e-07
1.637273e+01 -3.801303e-07
1.638182e+01 -3.771496e-07
1.639091e+01 -3.741272e-07
1.640000e+01 -3.710651e-07
1.640909e+01 -3.679648e-07
1.641818e+01 -3.648283e-07
1.642727e+01 -3.616572e-07
1.643636e+01 -3.584532e-07
1.644545e+01 -3.552180e-07
1.645455e+01 -3.519532e-07
1.646364e+01 -3.486605e-07
1.647273e+01 -3.453413e-07
1.648182e+01 -3.419973e-07
1.649091e+01 -3.386299e-07
1.650000e+01 -3.352407e-07
1.650909e+01 -3.318311e-07
1.651818e+01 -3.284026e-07
1.652727e+01 -3.249565e-07
1.653636e+01 -3.214942e-07
1.654545e+01 -3.180171e-07
1.655455e+01 -3.145265e-07
1.656364e+01 -3.110236e-07
1.657273e+01 -3.075099e-07
1.658182e+01 -3.039864e-07
1.659091e+01 -3.004545e-07
1.660000e+01 -2.969153e-07
1.660909e+01 -2.933700e-07
1.661818e+01 -2.898197e-07
1.662727e+01 -2.862655e-07
1.663636e+01 -2.827086e-07
1.664545e+01 -2.791500e-07
1.665455e+01 -2.755907e-07
1.666364e+01 -2.720318e-07
1.667273e+01 -2.684743e-07
1.668182e+01 -2.649191e-07
1.669091e+01 -2.613672e-07
1.670000e+01 -2.578195e-07
1.670909e+01 -2.542770e-07
1.671818e+01 -2.507404e-07
1.672727e+01 -2.472107e-07
1.673636e+01 -2.436887e-07
1.674545e+01 -2.401753e-07
1.675455e+01 -2.366712e-07
1.676364e+01 -2.331771e-07
1.677273e+01 -2.296940e-07
1.678182e+01 -2.262224e-07
1.679091e+01 -2.227631e-07
1.680000e+01 -2.193168e-07
1.680909e+01 -2.158843e-07
1.681818e+01 -2.124660e-07
1.682727e+01 -2.090628e-07
1.683636e+01 -2.056751e-07
1.684545e+01 -2.023036e-07
1.685455e+01 -1.989490e-07
1.686364e+01 -1.956116e-07
1.687273e+01 -1.922922e-07
1.688182e+01 -1.889912e-07
1.689091e+01 -1.857091e-07
1.690000e+01 -1.824465e-07
1.690909e+01 -1.792038e-07
1.691818e+01 -1.759814e-07
1.692727e+01 -1.727799e-07
1.693636e+01 -1.695996e-07
1.694545e+01 -1.664411e-07
1.695455e+01 -1.633046e-07
1.696364e+01 -1.601905e-07
1.697273e+01 -1.570993e-07
1.698182e+01 -1.540312e-07
1.699091e+01 -1.509867e-07
1.700000e+01 -1.479660e-07
1.700909e+01 -1.449695e-07
1.701818e+01 -1.419975e-07
1.702727e+01 -1.390502e-07
1.703636e+01 -1.361279e-07
1.704545e+01 -1.332309e-07
1.705455e+01 -1.303594e-07
1.706364e+01 -1.275137e-07
1.707273e+01 -1.246939e-07
1.708182e+01 -1.219004e-07
1.709091e+01 -1.191332e-07
1.710000e+01 -1.163926e-07
1.710909e+01 -1.136787e-07
1.711818e+01 -1.109917e-07
1.712727e+01 -1.083318e-07
1.713636e+01 -1.056991e-07
1.714545e+01 -1.030937e-07
1.715455e+01 -1.005158e-07
1.716364e+01 -9.796543e-08
1.717273e+01 -9.544270e-08
1.718182e+01 -9.294772e-08
1.719091e+01 -9.048056e-08
1.720000e+01 -8.804129e-08
1.720909e+01 -8.562998e-08
1.721818e+01 -8.324667e-08
1.722727e+01 -8.089141e-08
1.723636e+01 -7.856423e-08
1.724545e+01 -7.626516e-08
1.725455e+01 -7.399421e-08
1.726364e+01 -7.175140e-08
1.727273e+01 -6.953673e-08
1.728182e+01 -6.735018e-08
1.729091e+01 -6.519175e-08
1.730000e+01 -6.306141e-08
1.730909e+01 -6.095914e-08
1.731818e+01 -5.888490e-08
1.732727e+01 -5.683864e-08
1.733636e+01 -5.482032e-08
1.734545e+01 -5.282988e-08
1.735455e+01 -5.086725e-08
1.736364e+01 -4.893238e-08
1.737273e+01 -4.702518e-08
1.738182e+01 -4.514558e-08
1.739091e+01 -4.329348e-08
1.740000e+01 -4.146879e-08
1.740909e+01 -3.967142e-08
1.741818e+01 -3.790127e-08
1.742727e+01 -3.615822e-08
1.743636e+01 -3.444217e-08
1.744545e+01 -3.275299e-08
1.745455e+01 -3.109056e-08
1.746364e+01 -2.945476e-08
1.747273e+01 -2.784545e-08
1.748182e+01 -2.626249e-08
1.749091e+01 -2.470575e-08
1.750000e+01 -2.317509e-08
1.750909e+01 -2.167034e-08
1.751818e+01 -2.019137e-08
1.752727e+01 -1.873801e-08
1.753636e+01 -1.731011e-08
1.754545e+01 -1.590750e-08
1.755455e+01 -1.453002e-08
1.756364e+01 -1.317749e-08
1.757273e+01 -1.184975e-08
1.758182e+01 -1.054662e-08
1.759091e+01 -9.267921e-09
1.760000e+01 -8.013472e-09
1.760909e+01 -6.783089e-09
1.761818e+01 -5.576587e-09
1.762727e+01 -4.393777e-09
1.763636e+01 -3.234468e-09
1.764545e+01 -2.098468e-09
1.765455e+01 -9.855811e-10
1.766364e+01 1.043897e-10
1.767273e+01 1.171643e-09
1.768182e+01 2.216381e-09
1.769091e+01 3.238804e-09
1.770000e+01 4.239117e-09
1.770909e+01 5.217527e-09
1.771818e+01 6.174239e-09
1.772727e+01 7.109462e-09
1.773636e+01 8.023407e-09
1.774545e+01 8.916283e-09
1.775455e+01 9.788303e-09
1.776364e+01 1.063968e-08
1.777273e+01 1.147063e-08
1.778182e+01 1.228136e-08
1.779091e+01 1.307209e-08
1.780000e+01 1.384304e-08
1.780909e+01 1.459443e-08
1.781818e+01 1.532646e-08
1.782727e+01 1.603936e-08
1.783636e+01 1.673336e-08
1.784545e+01 1.740865e-08
1.785455e+01 1.806547e-08
1.786364e+01 1.870404e-08
1.787273e+01 1.932457e-08
1.788182e+01 1.992728e-08
1.789091e+01 2.051239e-08
1.790000e+01 2.108012e-08
1.790909e+01 2.163070e-08
1.791818e+01 2.216433e-08
1.792727e+01 2.268124e-08
1.793636e+01 2.318165e-08
1.794545e+01 2.366577e-08
1.795455e+01 2.413382e-08
1.796364e+01 2.458603e-08
1.797273e+01 2.502260e-08
1.798182e+01 2.544376e-08
1.799091e+01 2.584971e-08
1.800000e+01 2.624069e-08
1.800909e+01 2.661689e-08
1.801818e+01 2.697853e-08
1.802727e+01 2.732583e-08
1.803636e+01 2.765901e-08
1.804545e+01 2.797826e-08
1.805455e+01 2.828380e-08
1.806364e+01 2.857585e-08
1.807273e+01 2.885461e-08
1.808182e+01 2.912028e-08
1.809091e+01 2.937308e-08
1.810000e+01 2.961322e-08
1.810909e+01 2.984089e-08
1.811818e+01 3.005630e-08
1.812727e+01 3.025965e-08
1.813636e+01 3.045115e-08
1.814545e+01 3.063099e-08
1.815455e+01 3.079938e-08
1.816364e+01 3.095650e-08
1.817273e+01 3.110257e-08
1.818182e+01 3.123777e-08
